uid,premise,hypothesis,label,reason,label_name
996bda36-5aca-406f-9eea-da4acee051e4,"After the election of Marina Mora as Miss World Peru 2001/02. The Miss Perú Universe 2002 pageant was held on April 27, 2002. That year, just 12 candidates were competing for that national crown. The chosen winner represented Peru at the Miss Universe 2002 and for the first time at Miss Earth. The rest of the finalists would enter in different pageants.",Miss Peru Universe pageant beat twelve candidates ,2,,contradiction
7d4b53b4-bff7-4964-8614-fb827b2ea3e9,"Hozier is the eponymous debut studio album from Irish musician Hozier. The album was released on 19 September 2014 through Island Records and Rubyworks Records. The album contains some tracks from Hozier's previous two EPs, ""Take Me to Church"" and ""From Eden"".",the album was released at a bad time in the music industry,1,,neutral
9c0e9fe7-f9ac-488f-930b-e8d41aa64955,"Ancaster is a village and civil parish in the South Kesteven district of Lincolnshire, England, on the site of a Roman town. The population of the civil parish was 1,317 at the 2001 census increasing to 1,647 at the 2011 census. The civil parish includes the settlements of Sudbrook and West Willoughby.",Ancaster has more settlements that just Sudbrook and West Willoughby.,1,,neutral
e588a63c-b31f-4c84-9cab-3f257030265f,"Vision of the Apocalypse was a modern dance created by Martha Graham to music by Hermann Reutter. It premiered on April 14, 1929, at the Booth Theatre in New York City. The occasion marked the debut of Martha Graham and Group, Graham's new concert ensemble and the predecessor to the Martha Graham Dance Company. ""Vision of the Apocalypse"" was the first piece Graham choreographed for a large group.",Vision of the Apocalypse premierd in Washington city,2,,contradiction
cf07d0ed-0771-476e-8f22-d830774bb98a,"Promotus Advertising, (from Latin Promotus, meaning: ""to advance (someone) to a higher grade or office""; ""to move forward, advance""; ""to further the growth or progress of (anything)."") located in Indianapolis, Indiana, was started in 1983 by Bruce Bryant during a time when there were very few African Americans working in the advertising business and no African American owned agencies.",Bryant lived in Indiana prior to 1982.,1,,neutral
b4f20553-f814-4c79-8be2-384c672134fb,"""Puritan"" (ACM-16/MMA-16) was built for the United States Army as U.S. Army Mine Planter (USAMP) ""Col. Alfred A. Maybach"" MP-13. The ship was transferred to the United States Navy and classified as an auxiliary minelayer. ""Puritan"" was never commissioned and thus never bore the ""United States Ship"" (USS) prefix showing status as a commissioned ship of the U.S. Navy.","""Puritan"" was a ship built for the United States Army.",0,,entailment
74d1d793-2139-4e0d-9e6f-d0e5ebc24ca1,"Hozier is the eponymous debut studio album from Irish musician Hozier. The album was released on 19 September 2014 through Island Records and Rubyworks Records. The album contains some tracks from Hozier's previous two EPs, ""Take Me to Church"" and ""From Eden"".",take me to church was the biggest song from hozier,1,,neutral
6bc276bd-14e8-46e3-ae63-2e6226991a9c,"Hozier is the eponymous debut studio album from Irish musician Hozier. The album was released on 19 September 2014 through Island Records and Rubyworks Records. The album contains some tracks from Hozier's previous two EPs, ""Take Me to Church"" and ""From Eden"".",take me to church was a widely hated song,1,,neutral
17c84739-d4e4-4341-bff8-34189a205643,Lofar is a Telugu film directed by Puri Jagannadh. It features Varun Tej and Disha Patani in the lead roles while Revathi and Posani Krishna Murali appear in crucial supporting roles. The film was officially launched on 8 July 2015 in Hyderabad. Earlier makers revealed the first look posters and trailer of the movie which received good response in the social media.,Lofar won many awards,1,,neutral
52d856f2-1ce3-4998-a248-36d830576fc4,"Ancaster is a village and civil parish in the South Kesteven district of Lincolnshire, England, on the site of a Roman town. The population of the civil parish was 1,317 at the 2001 census increasing to 1,647 at the 2011 census. The civil parish includes the settlements of Sudbrook and West Willoughby.",Ancaster is the 330th largest village in the UK,1,,neutral
49d9a908-cb5e-4c1a-b601-b798506893bf,"Peter Thomas Ward (born July 26, 1937 in Montreal, Quebec) is a retired professional baseball player who played 9 seasons for the Baltimore Orioles, Chicago White Sox, and New York Yankees of Major League Baseball. The son of former National Hockey League forward Jimmy Ward, Pete attended Jefferson High School in Portland, Oregon and played college baseball at Portland's Lewis & Clark College.",High school baseball is more professional than college ball at Lewis & Clark College.,1,,neutral
f3b4af6a-1c05-4f70-b2ca-dc36094ef91e,Lofar is a Telugu film directed by Puri Jagannadh. It features Varun Tej and Disha Patani in the lead roles while Revathi and Posani Krishna Murali appear in crucial supporting roles. The film was officially launched on 8 July 2015 in Hyderabad. Earlier makers revealed the first look posters and trailer of the movie which received good response in the social media.,Lofar won an oscar,1,,neutral
457a809c-52d6-443d-997a-30529582fa35,Lofar is a Telugu film directed by Puri Jagannadh. It features Varun Tej and Disha Patani in the lead roles while Revathi and Posani Krishna Murali appear in crucial supporting roles. The film was officially launched on 8 July 2015 in Hyderabad. Earlier makers revealed the first look posters and trailer of the movie which received good response in the social media.,Lofar won an academy award,1,,neutral
ac849fc3-dd63-4d2c-a71f-e1e39dea56b3,"""Puritan"" (ACM-16/MMA-16) was built for the United States Army as U.S. Army Mine Planter (USAMP) ""Col. Alfred A. Maybach"" MP-13. The ship was transferred to the United States Navy and classified as an auxiliary minelayer. ""Puritan"" was never commissioned and thus never bore the ""United States Ship"" (USS) prefix showing status as a commissioned ship of the U.S. Navy.","""Puritan"" never contained the USS prefix.",0,,entailment
44b8f546-e260-402d-81da-7c513309d62f,Lofar is a Telugu film directed by Puri Jagannadh. It features Varun Tej and Disha Patani in the lead roles while Revathi and Posani Krishna Murali appear in crucial supporting roles. The film was officially launched on 8 July 2015 in Hyderabad. Earlier makers revealed the first look posters and trailer of the movie which received good response in the social media.,Lofar was the highest grossing movie of 2015,1,,neutral
4e3abd94-1bc3-499d-b41b-54ddcf2fa8c3,Lofar is a Telugu film directed by Puri Jagannadh. It features Varun Tej and Disha Patani in the lead roles while Revathi and Posani Krishna Murali appear in crucial supporting roles. The film was officially launched on 8 July 2015 in Hyderabad. Earlier makers revealed the first look posters and trailer of the movie which received good response in the social media.,Lofar was partially filmed in china,1,,neutral
9ff12938-b05e-46b3-baef-23030a38aed4,"Ancaster is a village and civil parish in the South Kesteven district of Lincolnshire, England, on the site of a Roman town. The population of the civil parish was 1,317 at the 2001 census increasing to 1,647 at the 2011 census. The civil parish includes the settlements of Sudbrook and West Willoughby.",The population declined between the 1991 and 2001 census.,1,,neutral
2a6e5721-16f6-4aa6-a67d-53b9966b339f,"""Puritan"" (ACM-16/MMA-16) was built for the United States Army as U.S. Army Mine Planter (USAMP) ""Col. Alfred A. Maybach"" MP-13. The ship was transferred to the United States Navy and classified as an auxiliary minelayer. ""Puritan"" was never commissioned and thus never bore the ""United States Ship"" (USS) prefix showing status as a commissioned ship of the U.S. Navy.","""Puritan"" was a ship assigned to plant mines.",0,,entailment
1dc7cd6f-0d14-4f35-b92a-fef3011fe8cd,"Peter Thomas Ward (born July 26, 1937 in Montreal, Quebec) is a retired professional baseball player who played 9 seasons for the Baltimore Orioles, Chicago White Sox, and New York Yankees of Major League Baseball. The son of former National Hockey League forward Jimmy Ward, Pete attended Jefferson High School in Portland, Oregon and played college baseball at Portland's Lewis & Clark College.",Ward retired from baseball to pursue other sports.,1,,neutral
53bae817-7c9b-438e-a88a-1e40ae5ad5ac,"Windows 98 (codenamed Memphis while in development) is a graphical operating system by Microsoft. It is the second major release in the Windows 9x line of operating systems and the successor to Windows 95. It was released to manufacturing on May 15, 1998 and to retail on June 25, 1998.",Windows 98 was released before 2000,0,,entailment
51562232-7f8a-4752-8c7c-58393f948b70,Aspects of Andrew Lloyd Webber is the second studio album by Australian singer Marina Prior featuring Melbourne Symphony Orchestra. The album was released in November 1992 and peaked at number 23 on the ARIA Albums Chart. The album was certified gold.,Prior released an album prior to Aspects of Andrew Lloyd Webber.,0,,entailment
4829c0eb-a188-4f68-a3d6-ea7e383adbd7,"Windows 98 (codenamed Memphis while in development) is a graphical operating system by Microsoft. It is the second major release in the Windows 9x line of operating systems and the successor to Windows 95. It was released to manufacturing on May 15, 1998 and to retail on June 25, 1998.",windows 98 was released before 1999,0,,entailment
85dc8fa0-3569-43bb-b8b4-037e065c3ecb,"Ancaster is a village and civil parish in the South Kesteven district of Lincolnshire, England, on the site of a Roman town. The population of the civil parish was 1,317 at the 2001 census increasing to 1,647 at the 2011 census. The civil parish includes the settlements of Sudbrook and West Willoughby.",The name of the Roman town on which Ancaster was founded was Callidus.,1,,neutral
b954941f-281a-4c87-8055-7e4ee6418c34,"Windows 98 (codenamed Memphis while in development) is a graphical operating system by Microsoft. It is the second major release in the Windows 9x line of operating systems and the successor to Windows 95. It was released to manufacturing on May 15, 1998 and to retail on June 25, 1998.",Windows 98 was also called Memphis,0,,entailment
86251e52-dcd3-49bc-b79f-edde5345a1ef,"Peter Thomas Ward (born July 26, 1937 in Montreal, Quebec) is a retired professional baseball player who played 9 seasons for the Baltimore Orioles, Chicago White Sox, and New York Yankees of Major League Baseball. The son of former National Hockey League forward Jimmy Ward, Pete attended Jefferson High School in Portland, Oregon and played college baseball at Portland's Lewis & Clark College.",Ward was MVP with college ball at Lewis & Clark College.,1,,neutral
401f2cc0-32f3-4069-8935-2862b2cf7185,"""Puritan"" (ACM-16/MMA-16) was built for the United States Army as U.S. Army Mine Planter (USAMP) ""Col. Alfred A. Maybach"" MP-13. The ship was transferred to the United States Navy and classified as an auxiliary minelayer. ""Puritan"" was never commissioned and thus never bore the ""United States Ship"" (USS) prefix showing status as a commissioned ship of the U.S. Navy.","The ""Puritan"" was reassigned to the United States Navy.",0,,entailment
94d93b9d-89b2-47c0-8870-0a75acb46ab8,"Windows 98 (codenamed Memphis while in development) is a graphical operating system by Microsoft. It is the second major release in the Windows 9x line of operating systems and the successor to Windows 95. It was released to manufacturing on May 15, 1998 and to retail on June 25, 1998.",Windows 95 was released before windows 98,0,,entailment
00d43016-5a33-4521-930e-3ecec9321704,"Daniel David Boren (born August 2, 1973) is a retired American politician, who served as the U.S. Representative for Oklahoma 's 2 congressional district from 2005 to 2013. The district includes most of the eastern part of the state outside of Tulsa. He is a member of the Democratic Party.",Daniel David Boren is more than 10 years old.,0,,entailment
78854dd7-475c-4416-a151-73771dda9451,"Ancaster is a village and civil parish in the South Kesteven district of Lincolnshire, England, on the site of a Roman town. The population of the civil parish was 1,317 at the 2001 census increasing to 1,647 at the 2011 census. The civil parish includes the settlements of Sudbrook and West Willoughby.",Ancaster has three pubs.,1,,neutral
62e037d3-59de-47d3-9f41-c271127ca95e,Aspects of Andrew Lloyd Webber is the second studio album by Australian singer Marina Prior featuring Melbourne Symphony Orchestra. The album was released in November 1992 and peaked at number 23 on the ARIA Albums Chart. The album was certified gold.,The album was released the month after October 1992.,0,,entailment
6890da12-0003-4951-b8e3-4d30d14ac860,"Windows 98 (codenamed Memphis while in development) is a graphical operating system by Microsoft. It is the second major release in the Windows 9x line of operating systems and the successor to Windows 95. It was released to manufacturing on May 15, 1998 and to retail on June 25, 1998.",Windows 98 was published by microsoft,0,,entailment
674cf0f1-3a9d-4910-8fc2-abbd172cfc40,"Daniel David Boren (born August 2, 1973) is a retired American politician, who served as the U.S. Representative for Oklahoma 's 2 congressional district from 2005 to 2013. The district includes most of the eastern part of the state outside of Tulsa. He is a member of the Democratic Party.",Daniel David Boren is less than 73 years old.,0,,entailment
9c02518a-4075-4c8b-870f-0ed0692244a3,Aspects of Andrew Lloyd Webber is the second studio album by Australian singer Marina Prior featuring Melbourne Symphony Orchestra. The album was released in November 1992 and peaked at number 23 on the ARIA Albums Chart. The album was certified gold.,The album released prior to 1993.,0,,entailment
48c3ea5e-77ba-414e-bbf8-e0c30fa7b5c9,"Static Tensions is the fourth studio album by the American heavy metal band Kylesa, released on March 17, 2009 by Prosthetic Records. The artwork and layout was created by John Dyer Baizley of the band Baroness. Like its predecessor, ""Time Will Fuse Its Worth"" (2006), the record features two drummers.",Static Tensions is the fourth studio album by the American heavy metal band Kylesa who boasts two dueling drummers.,1,,neutral
def457f8-03d5-41ae-84fb-a09e537fd37b,"Peter Thomas Ward (born July 26, 1937 in Montreal, Quebec) is a retired professional baseball player who played 9 seasons for the Baltimore Orioles, Chicago White Sox, and New York Yankees of Major League Baseball. The son of former National Hockey League forward Jimmy Ward, Pete attended Jefferson High School in Portland, Oregon and played college baseball at Portland's Lewis & Clark College.",Ward was traded from the Sox to the Yankees due to contract concerns.,1,,neutral
9c1c7322-dd90-40f0-80b1-8762e5c1f46e,"""Puritan"" (ACM-16/MMA-16) was built for the United States Army as U.S. Army Mine Planter (USAMP) ""Col. Alfred A. Maybach"" MP-13. The ship was transferred to the United States Navy and classified as an auxiliary minelayer. ""Puritan"" was never commissioned and thus never bore the ""United States Ship"" (USS) prefix showing status as a commissioned ship of the U.S. Navy.","""Puritan"" was a ship uncommissioned by the United States Navy.",0,,entailment
fcef5582-2110-4e94-978b-257d998af8fa,"""Ugly"" was the lead single from American hip hop music artist Bubba Sparxxx's debut album, ""Dark Days, Bright Nights"". The song was produced and featured guest vocals from famed producer Timbaland. The song features a sample of Missy Elliott's ""Get Ur Freak On"" and uncredited backing vocals by Elliott's former protégée Tweet.","Tweet was the the lead vocalist on ""Ugly"".",2,,contradiction
bc88cf81-95e6-4301-a206-e06ff12cedf3,"Peter Thomas Ward (born July 26, 1937 in Montreal, Quebec) is a retired professional baseball player who played 9 seasons for the Baltimore Orioles, Chicago White Sox, and New York Yankees of Major League Baseball. The son of former National Hockey League forward Jimmy Ward, Pete attended Jefferson High School in Portland, Oregon and played college baseball at Portland's Lewis & Clark College.",Ward went to teach baseball at Lewis & Clark College after retiring from the League.,1,,neutral
319340e4-cd71-4b48-b223-31f0e76f748d,"San Marco 1, also known as San Marco A, was the first Italian satellite, and the first non-Soviet/US spacecraft. Built in-house by the Italian Space Research Commission (Italian: ""Commissione per le Ricerche Spaziali"" , CRS) on behalf of the National Research Council, it was the first of five as part of the Italian-US San Marco programme.",San Marco was the first Soviet spacecraft. ,2,,contradiction
a99753af-7cb9-4fe2-82d8-fc4de6ea402f,"Static Tensions is the fourth studio album by the American heavy metal band Kylesa, released on March 17, 2009 by Prosthetic Records. The artwork and layout was created by John Dyer Baizley of the band Baroness. Like its predecessor, ""Time Will Fuse Its Worth"" (2006), the record features two drummers.",Static Tensions is the fourth studio album by the American heavy metal band Kylesa which feature two drummers that add a more exciting experience.,1,,neutral
bca3ce97-5729-4cf7-8792-0327840c3fa9,"The 1997 KNVB Cup Final was a football match between Roda JC and Heerenveen on 8 May 1997 at De Kuip, Rotterdam. It was the final match of the 1996–97 KNVB Cup competition and the 79th KNVB Cup final. Roda won 4–2 after goals from Gerald Sibon, Ger Senden, Eric van der Luer and Maarten Schops. It was the side's first KNVB Cup trophy.",Roda JC would go on to win the next three consecutive finals.,1,,neutral
1311cba7-b0b5-46fa-b3bc-f24f8b1216f9,"Catterline is a coastal village on the North Sea in Aberdeenshire, Scotland. It is situated about six kilometres south of Stonehaven; nearby to the north are Dunnottar Castle and Fowlsheugh Nature Reserve. Other noted architectural or historic features in the general area include Fetteresso Castle, Fiddes Castle, Chapel of St. Mary and St. Nathalan and Muchalls Castle.",The Catterline coastal village is 6km south of Stonehaven.,0,,entailment
8f4f0569-bd97-40c0-9845-644f266f1dfc,"Mike Vermeille (born April 5, 1992) is a Swiss ice hockey defenceman. He is currently playing with HC Sion-Nendaz 4 Vallées of the Swiss MySports League. Vermeille made his European Elite debut during the 2010–11 season playing in the National League A with the Genève-Servette HC.",Mike Vermeille is the best defenceman in the swiss Mysports League,1,,neutral
b9f3e36e-a0be-4041-a521-bcf332663114,"""Ugly"" was the lead single from American hip hop music artist Bubba Sparxxx's debut album, ""Dark Days, Bright Nights"". The song was produced and featured guest vocals from famed producer Timbaland. The song features a sample of Missy Elliott's ""Get Ur Freak On"" and uncredited backing vocals by Elliott's former protégée Tweet.","Tweet was not listed as a performer on ""Dark Days, Bright Nights"".",0,,entailment
e46d0758-bb7a-4760-a92f-a15d3b1e07a6,"San Marco 1, also known as San Marco A, was the first Italian satellite, and the first non-Soviet/US spacecraft. Built in-house by the Italian Space Research Commission (Italian: ""Commissione per le Ricerche Spaziali"" , CRS) on behalf of the National Research Council, it was the first of five as part of the Italian-US San Marco programme.",San Marco programme involved one country. ,2,,contradiction
8c08e748-8946-41a4-a33c-05b50ee73eaf,"Grongar Hill is located in the Welsh county of Carmarthenshire and was the subject of a loco-descriptive poem by John Dyer. Published in two versions in 1726, during the Augustan period, its celebration of the individual experience of the landscape makes it a precursor of Romanticism. As a prospect poem, it has been the subject of continuing debate over how far it meets artistic canons.",Grongar Hill is the biggest town in Carmarthenshire. ,1,,neutral
cc3bdcaf-d102-409a-81c3-6ce9b0749a98,"The 1997 KNVB Cup Final was a football match between Roda JC and Heerenveen on 8 May 1997 at De Kuip, Rotterdam. It was the final match of the 1996–97 KNVB Cup competition and the 79th KNVB Cup final. Roda won 4–2 after goals from Gerald Sibon, Ger Senden, Eric van der Luer and Maarten Schops. It was the side's first KNVB Cup trophy.",Gerald Sibon believed this was his greatest match.,1,,neutral
82afa741-6647-49e1-a3c1-29cf8d86e2ad,"Mike Vermeille (born April 5, 1992) is a Swiss ice hockey defenceman. He is currently playing with HC Sion-Nendaz 4 Vallées of the Swiss MySports League. Vermeille made his European Elite debut during the 2010–11 season playing in the National League A with the Genève-Servette HC.", Vermeille made his European Elite in a white uniform,1,,neutral
4f0a334a-2af2-44a5-b327-f506447a9920,"Static Tensions is the fourth studio album by the American heavy metal band Kylesa, released on March 17, 2009 by Prosthetic Records. The artwork and layout was created by John Dyer Baizley of the band Baroness. Like its predecessor, ""Time Will Fuse Its Worth"" (2006), the record features two drummers.","Static Tensions is the fourth studio album by the American heavy metal band Kylesa, released on March 17, 2009 by the well established, Prosthetic Records.",1,,neutral
fcdc4be7-205e-4753-beca-eb4d295e8af9,"Catterline is a coastal village on the North Sea in Aberdeenshire, Scotland. It is situated about six kilometres south of Stonehaven; nearby to the north are Dunnottar Castle and Fowlsheugh Nature Reserve. Other noted architectural or historic features in the general area include Fetteresso Castle, Fiddes Castle, Chapel of St. Mary and St. Nathalan and Muchalls Castle.",The Chapel of St. Mary is situated near other famous features.,0,,entailment
2dae3c19-1ec0-4e73-8b6a-f6c8c1512b40,"San Marco 1, also known as San Marco A, was the first Italian satellite, and the first non-Soviet/US spacecraft. Built in-house by the Italian Space Research Commission (Italian: ""Commissione per le Ricerche Spaziali"" , CRS) on behalf of the National Research Council, it was the first of five as part of the Italian-US San Marco programme.",San Marco programme was run by NASA. ,2,,contradiction
52a574bd-7c61-4919-9037-69dc8af487f4,"Mike Vermeille (born April 5, 1992) is a Swiss ice hockey defenceman. He is currently playing with HC Sion-Nendaz 4 Vallées of the Swiss MySports League. Vermeille made his European Elite debut during the 2010–11 season playing in the National League A with the Genève-Servette HC.",Mike Vermeille wanted to be a defenceman since he was born in april 5,1,,neutral
72b1ea6b-b4be-491c-8cb2-a1302be52a9b,"San Marco 1, also known as San Marco A, was the first Italian satellite, and the first non-Soviet/US spacecraft. Built in-house by the Italian Space Research Commission (Italian: ""Commissione per le Ricerche Spaziali"" , CRS) on behalf of the National Research Council, it was the first of five as part of the Italian-US San Marco programme.",San Marco programme was a Russian project. ,2,,contradiction
e54aabec-e6dc-4667-9368-6f372db6a063,"Grongar Hill is located in the Welsh county of Carmarthenshire and was the subject of a loco-descriptive poem by John Dyer. Published in two versions in 1726, during the Augustan period, its celebration of the individual experience of the landscape makes it a precursor of Romanticism. As a prospect poem, it has been the subject of continuing debate over how far it meets artistic canons.",John Dyer took long time to write this poem.,1,,neutral
703cd6bb-b072-40c5-8c13-4eadd67fc555,"""Kaun Tujhe"" (English: Who Would) is a Hindi song from the soundtrack of the 2016 Hindi Film, . The song is penned by Manoj Muntashir, composed by Amaal Mallik, and sung by Palak Muchhal.The song is picturised upon Sushant Singh Rajput and Disha Patani in the film.. This song presents some respectful words about love in a form of beautiful song.",Kaun Tujhe was released after the year 2016.,2,,contradiction
5c830105-eb68-44bf-9bb8-c599e751d2c3,"Shanghai Noon is a 2000 American-Hong Kong martial arts western comedy film starring Jackie Chan, Owen Wilson and Lucy Liu. The first in the ""Shanghai (film series)"". The film, marking the directorial debut of Tom Dey, was written by Alfred Gough and Miles Millar.",Shanghai Noon was the first of many films that Gough and Millar wrote together.,1,,neutral
05de9473-4749-4df6-94dc-35c921ba41f2,"Static Tensions is the fourth studio album by the American heavy metal band Kylesa, released on March 17, 2009 by Prosthetic Records. The artwork and layout was created by John Dyer Baizley of the band Baroness. Like its predecessor, ""Time Will Fuse Its Worth"" (2006), the record features two drummers.","Static Tensions is the fourth studio album by the American heavy metal band Kylesa, released on March 17, 2009 by the famous Prosthetic Records. ",1,,neutral
1977244c-d1bf-49bb-bafd-c8ff5c1ab87f,"The 1997 KNVB Cup Final was a football match between Roda JC and Heerenveen on 8 May 1997 at De Kuip, Rotterdam. It was the final match of the 1996–97 KNVB Cup competition and the 79th KNVB Cup final. Roda won 4–2 after goals from Gerald Sibon, Ger Senden, Eric van der Luer and Maarten Schops. It was the side's first KNVB Cup trophy.","The Roda JC team celebrated the win by giving special awards to Gerald Sibon, Ger Senden, Eric van der Luer, and Maarten Schops.",1,,neutral
f457c6e9-e0b4-4e96-9261-0902d36e5a8b,"""Kaun Tujhe"" (English: Who Would) is a Hindi song from the soundtrack of the 2016 Hindi Film, . The song is penned by Manoj Muntashir, composed by Amaal Mallik, and sung by Palak Muchhal.The song is picturised upon Sushant Singh Rajput and Disha Patani in the film.. This song presents some respectful words about love in a form of beautiful song.",Kaun Tujhe was written in 2017.,2,,contradiction
8e60ba94-6578-4f54-9bf7-72de171d8f7e,"Seven Seas to Calais (Italian: Il dominatore dei sette mari) is a 1962 Italian adventure film by Eastmancolor in CinemaScope, directed by Rudolph Maté (his final film) and Primo Zeglio. It stars Rod Taylor, Keith Michell and Edy Vessel. The film depicts the career of Sir Francis Drake.",Rudolph Maté began directing films in 1961.,1,,neutral
703a34e2-d694-4c43-9dde-0b0816d3afdf,"Miss Universe 2010, the 59th Miss Universe pageant, was held on 23 August 2010 at Mandalay Bay Events Center in Las Vegas, Nevada, USA. Ximena Navarrete of Mexico was crowned by Stefanía Fernández of Venezuela as her successor at the end of the event. 83 contestants competed in this year.","The 59th Miss Universe pageant, was held at Nevada, USA. Ximena Navarrete was crowned by Stefanía Fernández  as her successor at the end of the event.",0,,entailment
629b6257-a907-4caa-8cbb-e67899e911a6,"""Kaun Tujhe"" (English: Who Would) is a Hindi song from the soundtrack of the 2016 Hindi Film, . The song is penned by Manoj Muntashir, composed by Amaal Mallik, and sung by Palak Muchhal.The song is picturised upon Sushant Singh Rajput and Disha Patani in the film.. This song presents some respectful words about love in a form of beautiful song.",Muchhal wrote Kaun Tujhe.,2,,contradiction
324333c4-ed1d-415b-81fc-5dc12038d0ff,"Static Tensions is the fourth studio album by the American heavy metal band Kylesa, released on March 17, 2009 by Prosthetic Records. The artwork and layout was created by John Dyer Baizley of the band Baroness. Like its predecessor, ""Time Will Fuse Its Worth"" (2006), the record features two drummers.","Static Tensions is the fourth studio album by the American heavy metal band Kylesa, released on March 17, 2009 by the distinguished Prosthetic Records.",1,,neutral
1fdd750c-d452-405f-9217-88b981f231d8,"Mike Vermeille (born April 5, 1992) is a Swiss ice hockey defenceman. He is currently playing with HC Sion-Nendaz 4 Vallées of the Swiss MySports League. Vermeille made his European Elite debut during the 2010–11 season playing in the National League A with the Genève-Servette HC.",Vermeille is currently playing with HC sionnenda but he wanted to play with the  Genève-Servette HC,1,,neutral
49b9cfa0-1abb-4fac-9ee7-fd9d907944b4,"The Magic Roundabout (released in France as Pollux - Le manège enchanté and redubbed in the United States as Doogal or The Lord of the Springs) is a 2005 French-British computer-animated adventure fantasy film based on the television series ""The Magic Roundabout"".",The Magic Roundabout film should be getting a sequel.,1,,neutral
4cc5a786-b317-4d5f-a09e-5cf05c6ab381,"Charlotte Anley (1796–1893) was a 19th-century English didactic novelist, social and religious writer, composer and lyricist. She was a Quaker, and spent the years 1836–38 in Australia, researching for a report on women's prisons commissioned by Elizabeth Fry.",Charlotte Anley was very famous in Australia. ,1,,neutral
5c667481-7e7c-4d57-8cd4-f9d38d0d4741,"The 1997 KNVB Cup Final was a football match between Roda JC and Heerenveen on 8 May 1997 at De Kuip, Rotterdam. It was the final match of the 1996–97 KNVB Cup competition and the 79th KNVB Cup final. Roda won 4–2 after goals from Gerald Sibon, Ger Senden, Eric van der Luer and Maarten Schops. It was the side's first KNVB Cup trophy.","Roda JC and Heerenveen had also played in the Cup Finals in the previous year, but Heerenveen had won that match.  ",1,,neutral
d21080bf-17f0-40a0-a7fc-923217027290,"The 1913 NCAA football season had no clear-cut champion, with the ""Official NCAA Division I Football Records Book"" listing Auburn, Chicago, and Harvard as having been selected national champions. All three teams finished with undefeated records. Chicago and Harvard officially claim national championships for the 1913 season.",Auburn was the clear champion for the 1913 NCAA football season.,2,,contradiction
f6a964ec-15e7-45ec-b43c-37fae623ffad,"Charlotte Anley (1796–1893) was a 19th-century English didactic novelist, social and religious writer, composer and lyricist. She was a Quaker, and spent the years 1836–38 in Australia, researching for a report on women's prisons commissioned by Elizabeth Fry.",Anley wrote a lot of best selling novels. ,1,,neutral
77e5be04-9f70-4708-9fba-bcb48dfe1fb4,"The 1997 KNVB Cup Final was a football match between Roda JC and Heerenveen on 8 May 1997 at De Kuip, Rotterdam. It was the final match of the 1996–97 KNVB Cup competition and the 79th KNVB Cup final. Roda won 4–2 after goals from Gerald Sibon, Ger Senden, Eric van der Luer and Maarten Schops. It was the side's first KNVB Cup trophy.",Heerenveen had won several championships previous to this match.,1,,neutral
569f39d6-bd78-4c1a-89a1-244ebf222152,"Charlotte Anley (1796–1893) was a 19th-century English didactic novelist, social and religious writer, composer and lyricist. She was a Quaker, and spent the years 1836–38 in Australia, researching for a report on women's prisons commissioned by Elizabeth Fry.",Anley's work is known around the world. ,1,,neutral
5aee9c02-f798-40e8-8bb3-95d9fee77b9d,"Arctocyon ('bear dog') is an extinct genus of ungulate mammals. ""Arctocyon"" was a ""ground dwelling omnivore"", that lived from 61.3-56.8 Ma. Synonyms of ""Arctocyon"" include ""Claenodon"", and ""Neoclaenodon"". ""Arctocyon"" was likely plantigrade, that is, walked like a bear.",Arctocyon is not extinct.,2,,contradiction
2d112b45-eecf-4505-a9af-9eadd138316c,"Bookchase is a board game published by Art Meets Matter. Players compete to acquire six small books for their bookshelf. They do this by partly by answering multiple-choice questions, partly by visiting special spaces on the board: The Bookshop, The Book Corner, The Library and also by chance events triggered by the turn of an Award or Sentence card.",Bookchase is a knock-off of Trivial Pursuit.,1,,neutral
449f8cec-9ff1-4794-8d3e-a9c016defd9d,"Charlotte Anley (1796–1893) was a 19th-century English didactic novelist, social and religious writer, composer and lyricist. She was a Quaker, and spent the years 1836–38 in Australia, researching for a report on women's prisons commissioned by Elizabeth Fry.",Anley wrote novels for 50 years.,1,,neutral
6869c18a-850f-411d-a1a0-61f63c97e96c,"Bookchase is a board game published by Art Meets Matter. Players compete to acquire six small books for their bookshelf. They do this by partly by answering multiple-choice questions, partly by visiting special spaces on the board: The Bookshop, The Book Corner, The Library and also by chance events triggered by the turn of an Award or Sentence card.",The six small books are different colors.,1,,neutral
a2126ca6-5027-4c32-8caf-1d282a70578f,"Charlotte Anley (1796–1893) was a 19th-century English didactic novelist, social and religious writer, composer and lyricist. She was a Quaker, and spent the years 1836–38 in Australia, researching for a report on women's prisons commissioned by Elizabeth Fry.",Anley was against the treatment of women in prisons.,1,,neutral
6b2228df-7d04-4695-b5ec-3b8b8cc20c34,"James Michael Smith (born July 26, 1988) is an American football cornerback for the Baltimore Ravens of the National Football League (NFL). He was drafted by the Ravens with the 27th pick in the 2011 NFL Draft. He played college football at University of Colorado.","James Michael Smith (born July 26, 1988) plays on NFL",0,,entailment
