source_uid,premise,hypothesis,label
6865,"Khu vực chung là việc triển khai một đường phố sống ở Úc và New Zealand, nơi người đi bộ, người đi xe đạp và phương tiện giao thông cơ giới chia sẻ cùng một không gian đường. Các quy tắc đặc biệt và giới hạn tốc độ được áp dụng cho các khu vực chung. Các khu vực chung có liên quan nhưng không tự động giống như không gian chung, đây là một khái niệm rộng hơn một chút, bao gồm các yếu tố như thiết kế đô thị.","Nói cách khác, khu vực chung dành cho các sinh vật sống như người đi bộ.",0
6866,Prema Karanth (15 tháng 8 năm 1936 - 29 tháng 10 năm 2007) là một nhân vật sân khấu Ấn Độ và là nhà làm phim nữ đầu tiên của điện ảnh Kannada. Bà là vợ của B. V. Karanth và được biết đến với những vở kịch thiếu nhi do bà dàn dựng. Cô trở thành nữ đạo diễn đầu tiên của điện ảnh Kannada khi đạo diễn bộ phim Phaniyamma (1983) dựa trên tiểu thuyết của M. K. Indira.,"Bộ phim ""Phaniyamma"" của Prema Karanth từng thành công về mặt phê bình và đạt doanh thu phòng vé.",1
6867,"5...GO là một album của ban nhạc rock Hàn Quốc F.T. Hòn đảo. Nó được phát hành vào ngày 13 tháng 5 năm 2015. Album được phát hành để kỷ niệm 5 năm thành lập ban nhạc tại Nhật Bản. Ca khúc chủ đề ""Primavera"" là sự hợp tác với ca sĩ nhạc rock Nhật Bản Takahiro Moriuchi từ One Ok Rock.",5 GO chính là một album nhạc rock.,0
6868,"Khu vực chung là việc triển khai một đường phố sống ở Úc và New Zealand, nơi người đi bộ, người đi xe đạp và phương tiện giao thông cơ giới chia sẻ cùng một không gian đường. Các quy tắc đặc biệt và giới hạn tốc độ được áp dụng cho các khu vực chung. Các khu vực chung có liên quan nhưng không tự động giống như không gian chung, đây là một khái niệm rộng hơn một chút, bao gồm các yếu tố như thiết kế đô thị.",Khu vực chung chính là nơi người và xe đạp có chung một đường phố.,0
6869,Andrzej Żuławski (]; 22 tháng 11 năm 1940 – 17 tháng 2 năm 2016) là đạo diễn và nhà văn phim người Ba Lan. Anh sinh ra ở Lwów Ba Lan (nay là Ukraine). Żuławski thường đi ngược lại chủ nghĩa thương mại chính thống trong các bộ phim của mình và hầu hết đạt được thành công với khán giả yêu nghệ thuật châu Âu.,Phim của Żuławski duy nhất được chiếu ở các rạp chiếu phim nghệ thuật ở Châu Âu.,1
6870,"Messerschmitt Me 263 ""Scholle"" (plaice) là một loại máy bay tiêm kích trang bị động cơ tên lửa được phát triển từ Me 163 ""Komet"" vào cuối Thế chiến II. Ba nguyên mẫu đã được chế tạo nhưng chưa bao giờ tự mình bay do tình hình quân sự ngày càng xấu đi ở Đức đã cản trở việc hoàn thành chương trình thử nghiệm.",Ba nguyên mẫu máy bay chiến đấu chưa bao giờ được bay vào cuối Thế chiến thứ hai vì Đức nhanh chóng thua trận và điều này khiến chương trình thử nghiệm không hề thể hoàn thành.,0
6871,"Tình Yêu Xa () còn được dịch là Tình Yêu Xa Xót và Tình Yêu Xa Xót là một bộ phim Trung Quốc năm 1947 của đạo diễn Chen Liting. Được thực hiện trong thời kỳ Cộng hòa, phim do Hãng phim số 2 Trung Quốc thuộc sở hữu nhà nước sản xuất và có sự tham gia của các nam nữ diễn viên nổi tiếng Zhao Dan Qin Yi và Wu Yin. Bộ phim được đón nhận nồng nhiệt và buổi ra mắt tại Thượng Hải được coi là một sự kiện mang tính bước ngoặt của điện ảnh Trung Quốc thời hậu chiến.","Nói cách khác, far Away Love được yêu thích ở Đài Loan và Hồng Kông.",1
6872,"International Data Group Inc. (IDG) là một tổ chức đầu tư mạo hiểm, dịch vụ tiếp thị và dữ liệu truyền thông có trụ sở tại Mỹ. IDG phát triển từ Tập đoàn Dữ liệu Quốc tế (IDC) được thành lập năm 1964 tại Newtonville Massachusetts bởi Patrick Joseph McGovern. IDC cung cấp dịch vụ tư vấn và nghiên cứu thị trường và hiện là công ty con của IDG. IDG phát triển từ Tập đoàn Dữ liệu Quốc tế (IDC) được thành lập từ năm 1963 đến 1965 tại Newtonville","Nói cách khác, massachusetts.",0
6873,"Messerschmitt Me 263 ""Scholle"" (plaice) là một loại máy bay tiêm kích trang bị động cơ tên lửa được phát triển từ Me 163 ""Komet"" vào cuối Thế chiến II. Ba nguyên mẫu đã được chế tạo nhưng chưa bao giờ tự mình bay do tình hình quân sự ngày càng xấu đi ở Đức đã cản trở việc hoàn thành chương trình thử nghiệm.","Nói cách khác, scholle được phát triển sau Komet.",0
6874,"Sneakin'"" là một bài hát của rapper người Canada Drake và rapper người Mỹ 21 Savage. London on da Track đã hỗ trợ các nghệ sĩ viết bài hát và cũng là nhà sản xuất. ""Sneakin'"" được phát hành dưới dạng tải xuống kỹ thuật số vào ngày 29 tháng 10 năm 2016 thông qua Young Money Entertainment Cash Money Records và Republic Records.",Sneakin chính là đĩa đơn được tải xuống nhiều nhất khi ra mắt vào tháng 10.,1
6875,"Upside Down"" là ca khúc do Jack Johnson đồng sáng tác và thể hiện cho bộ phim ""Curious George"". Đây là ca khúc đầu tiên và đĩa đơn đầu tiên trong album ""Sing-A-Longs and Lullabies for the Film Curious George"" phát hành vào tháng 2 năm 2006.","Nói cách khác, bài hát Upside Down của Jack Johnson được phát hành năm 2006.",0
6876,We Have Always Lived in the Castle là một bộ phim kinh dị bí ẩn sắp ra mắt của Mỹ do Stacie Passon đạo diễn và Passon và Mark Kruger viết kịch bản dựa trên cuốn tiểu thuyết cùng tên năm 1962 của Shirley Jackson. Phim có sự tham gia của Taissa Farmiga Alexandra Daddario Crispin Glover và Sebastian Stan. We Have Always Lived in the Castle dựa trên cuốn tiểu thuyết cùng tên năm 1962 của Shirley Jackson,"Nói cách khác, một cuốn tiểu thuyết năm 1962.",0
6877,Konec Agenta W4C prostřednictvím psa pana Foustky (tiếng Anh: The End of Agent W4C) là một bộ phim Tiệp Khắc năm 1967 nhại lại thể loại điệp viên James Bond. Đạo diễn Václav Vorlíček dựa trên câu chuyện của Oldřich Daněk. Thời gian chạy 87 phút. Bệnh tăng bạch cầu đơn nhân. Do Filmové Studio Barrandov sản xuất và được phân phối bởi Văn phòng Phân phối Phim Trung ương Praha.,Sự kết thúc của đặc vụ W4C chính là bộ phim đầu tiên của đạo diễn Václav Vorlíček.,1
6878,"Tình Yêu Xa () còn được dịch là Tình Yêu Xa Xót và Tình Yêu Xa Xót là một bộ phim Trung Quốc năm 1947 của đạo diễn Chen Liting. Được thực hiện trong thời kỳ Cộng hòa, phim do Hãng phim số 2 Trung Quốc thuộc sở hữu nhà nước sản xuất và có sự tham gia của các nam nữ diễn viên nổi tiếng Zhao Dan Qin Yi và Wu Yin. Bộ phim được đón nhận nồng nhiệt và buổi ra mắt tại Thượng Hải được coi là một sự kiện mang tính bước ngoặt của điện ảnh Trung Quốc thời hậu chiến.",Tình Yêu Xa Xót chính là một bộ phim tuyên truyền.,1
6879,Kinky là album cùng tên của nhóm nhạc Mexico Kinky. Nó được phát hành vào ngày 26 tháng 3 năm 2002 trên Nettwerk. Bài hát nổi tiếng nhất Cornman là một phần nhạc nền của trò chơi điện tử PlayStation 3 LittleBigPlanet. Một bài hát khác của họ là Más được giới thiệu trong trò chơi điện tử PS2 SSX 3 và trong bộ phim Man on Fire năm 2004.,Kinky từng trở nên nổi tiếng nhờ các bài hát của họ được đưa vào trò chơi điện tử và phim ảnh.,1
6880,"Sneakin'"" là một bài hát của rapper người Canada Drake và rapper người Mỹ 21 Savage. London on da Track đã hỗ trợ các nghệ sĩ viết bài hát và cũng là nhà sản xuất. ""Sneakin'"" được phát hành dưới dạng tải xuống kỹ thuật số vào ngày 29 tháng 10 năm 2016 thông qua Young Money Entertainment Cash Money Records và Republic Records.","Nói cách khác, sneakin đứng số 1 trên bảng quảng cáo.",1
6881,Nhà thờ Hồi giáo Al Noor là một nhà thờ Hồi giáo ở Sharjah. Nó nằm trên đầm Khaled ở Buhaira Corniche. Nó được thiết kế theo phong cách Ottoman của Thổ Nhĩ Kỳ và chịu ảnh hưởng của Nhà thờ Hồi giáo Sultan Ahmed ở Thổ Nhĩ Kỳ. Đây là một trong ba nhà thờ Hồi giáo mở cửa cho công chúng ở Sharjah với tổng số hơn 600 nhà thờ.,Nhà thờ Hồi giáo Al Noor chính là nhà thờ Hồi giáo lớn nhất ở Thổ Nhĩ Kỳ.,1
6882,"International Data Group Inc. (IDG) là một tổ chức đầu tư mạo hiểm, dịch vụ tiếp thị và dữ liệu truyền thông có trụ sở tại Mỹ. IDG phát triển từ Tập đoàn Dữ liệu Quốc tế (IDC) được thành lập năm 1964 tại Newtonville Massachusetts bởi Patrick Joseph McGovern. IDC cung cấp dịch vụ tư vấn và nghiên cứu thị trường và hiện là công ty con của IDG.","Nói cách khác, iDC được thành lập trước năm 1965 bởi Patrick Joseph McGovern.",0
6883,We Have Always Lived in the Castle là một bộ phim kinh dị bí ẩn sắp ra mắt của Mỹ do Stacie Passon đạo diễn và Passon và Mark Kruger viết kịch bản dựa trên cuốn tiểu thuyết cùng tên năm 1962 của Shirley Jackson. Phim có sự tham gia của Taissa Farmiga Alexandra Daddario Crispin Glover và Sebastian Stan.,"Nói cách khác, we Have Always Lived in the Castle dựa trên cuốn tiểu thuyết cùng tên năm 1962 của Shirley Jackson.",0
6884,Konec Agenta W4C prostřednictvím psa pana Foustky (tiếng Anh: The End of Agent W4C) là một bộ phim Tiệp Khắc năm 1967 nhại lại thể loại điệp viên James Bond. Đạo diễn Václav Vorlíček dựa trên câu chuyện của Oldřich Daněk. Thời gian chạy 87 phút. Bệnh tăng bạch cầu đơn nhân. Do Filmové Studio Barrandov sản xuất và được phân phối bởi Văn phòng Phân phối Phim Trung ương Praha.,Sự kết thúc của đặc vụ W4C chính là bộ phim đầu tiên của đạo diễn Václav Vorlíček nhại lại thể loại James Bond.,1
6885,"Upside Down"" là ca khúc do Jack Johnson đồng sáng tác và thể hiện cho bộ phim ""Curious George"". Đây là ca khúc đầu tiên và đĩa đơn đầu tiên trong album ""Sing-A-Longs and Lullabies for the Film Curious George"" phát hành vào tháng 2 năm 2006.",Jack Johnson từng viết Upside Down cho bộ phim Curious George.,0
6886,Cao đẳng Immanuel là một trường Lutheran ở Adelaide Nam Úc. Đây là trường cao đẳng Lutheran duy nhất ở Adelaide có học sinh nội trú. Các trường chị em của nó bao gồm Cao đẳng Concordia ở Adelaide Johann-Sebastian-Bach-Gymnasium ở Windsbach Đức và Cao đẳng Kyushu Lutheran ở Kumamoto Nhật Bản.,có được những trường Lutheran ở Nhật Bản.,0
6887,"Tình Yêu Xa () còn được dịch là Tình Yêu Xa Xót và Tình Yêu Xa Xót là một bộ phim Trung Quốc năm 1947 của đạo diễn Chen Liting. Được thực hiện trong thời kỳ Cộng hòa, phim do Hãng phim số 2 Trung Quốc thuộc sở hữu nhà nước sản xuất và có sự tham gia của các nam nữ diễn viên nổi tiếng Zhao Dan Qin Yi và Wu Yin. Bộ phim được đón nhận nồng nhiệt và buổi ra mắt tại Thượng Hải được coi là một sự kiện mang tính bước ngoặt của điện ảnh Trung Quốc thời hậu chiến.",Tất cả diễn viên trong phim đều chính là người Trung Quốc.,1
6888,Konec Agenta W4C prostřednictvím psa pana Foustky (tiếng Anh: The End of Agent W4C) là một bộ phim Tiệp Khắc năm 1967 nhại lại thể loại điệp viên James Bond. Đạo diễn Václav Vorlíček dựa trên câu chuyện của Oldřich Daněk. Thời gian chạy 87 phút. Bệnh tăng bạch cầu đơn nhân. Do Filmové Studio Barrandov sản xuất và được phân phối bởi Văn phòng Phân phối Phim Trung ương Praha.,Václav Vorlíček từng đạo diễn hai bộ phim vào năm 1967.,1
6889,Nhà thờ Hồi giáo Al Noor là một nhà thờ Hồi giáo ở Sharjah. Nó nằm trên đầm Khaled ở Buhaira Corniche. Nó được thiết kế theo phong cách Ottoman của Thổ Nhĩ Kỳ và chịu ảnh hưởng của Nhà thờ Hồi giáo Sultan Ahmed ở Thổ Nhĩ Kỳ. Đây là một trong ba nhà thờ Hồi giáo mở cửa cho công chúng ở Sharjah với tổng số hơn 600 nhà thờ.,Nhà thờ Hồi giáo Al Noor có nhiều thành viên nhất chính là Thổ Nhĩ Kỳ.,1
6890,"Newington là một địa điểm được chỉ định điều tra dân số (CDP) ở Quận Fairfax, Virginia, Hoa Kỳ. Dân số là 12 943 người trong cuộc điều tra dân số năm 2010. Cuộc điều tra dân số năm 2010 cho thấy sự sụt giảm đáng kể sau khi một nửa dân số được tách ra khỏi CDP Rừng Newington mới được thành lập. Việc thành lập CDP rừng Newington đã dẫn đến dân số tăng lên 12","Nói cách khác, 943 vào năm 2010.",2
6891,Nhà thờ Hồi giáo Al Noor là một nhà thờ Hồi giáo ở Sharjah. Nó nằm trên đầm Khaled ở Buhaira Corniche. Nó được thiết kế theo phong cách Ottoman của Thổ Nhĩ Kỳ và chịu ảnh hưởng của Nhà thờ Hồi giáo Sultan Ahmed ở Thổ Nhĩ Kỳ. Đây là một trong ba nhà thờ Hồi giáo mở cửa cho công chúng ở Sharjah với tổng số hơn 600 nhà thờ.,Nhà thờ Hồi giáo Al Noor chính là nhà thờ Hồi giáo lâu đời nhất ở Thổ Nhĩ Kỳ.,1
6892,Konec Agenta W4C prostřednictvím psa pana Foustky (tiếng Anh: The End of Agent W4C) là một bộ phim Tiệp Khắc năm 1967 nhại lại thể loại điệp viên James Bond. Đạo diễn Václav Vorlíček dựa trên câu chuyện của Oldřich Daněk. Thời gian chạy 87 phút. Bệnh tăng bạch cầu đơn nhân. Do Filmové Studio Barrandov sản xuất và được phân phối bởi Văn phòng Phân phối Phim Trung ương Praha.,Václav Vorlíček từng đạo diễn ba bộ phim vào năm 1967 có thời lượng 87 phút.,1
6893,"Album Issa là album phòng thu đầu tay của rapper người Mỹ 21 Savage. Album được phát hành vào ngày 7 tháng 7 năm 2017 bởi Slaughter Gang và Epic Records. Nó có sự tham gia sản xuất của cộng tác viên thường xuyên Metro Boomin cùng với Southside Pi'erre Bourne Zaytoven Wheezy DJ Mustard và chính 21 Savage. Nó thành công với EP hợp tác của 21 Savage với Metro Boomin Savage Mode"" (2016).","Nói cách khác, 21 Savage sẽ phát hành album mới mỗi năm.",1
6894,"Alexander Munro (26 tháng 10 năm 1825 – 1 tháng 1 năm 1871) là một nhà điêu khắc người Anh thuộc phong trào Tiền Raphaelite. Ông tập trung vào vẽ chân dung và tượng nhưng được biết đến nhiều nhất với nhóm nhân vật chịu ảnh hưởng của Rossetti ""Paolo và Francesca"" (1852), nhóm thường được coi là hình ảnh thu nhỏ của tác phẩm điêu khắc Tiền Raphaelite.",Munro từng hoàn thành hơn 100 tác phẩm điêu khắc.,1
6895,Tour de Ski 2009–10 là phiên bản thứ 4 của Tour de Ski và diễn ra từ ngày 1 đến ngày 10 tháng 1 năm 2010. Cuộc đua bắt đầu ở Oberhof Đức và kết thúc ở Val di Fiemme Ý. Đương kim vô địch là Dario Cologna dành cho nam của Thụy Sĩ và Virpi Kuitunen của Phần Lan. Sự kiện năm nay đã giành chiến thắng bởi Lukáš Bauer của Cộng hòa Séc dành cho nam và Justyna Kowalczyk của Ba Lan dành cho nữ. Lukáš Bauer đã ở Val di Fiemme,"Nói cách khác, ý vào ngày 10 tháng 1 năm 2010.",0
6896,"Stabiae là một thị trấn La Mã cổ đại gần thị trấn hiện đại Castellammare di Stabia và cách Pompeii khoảng 4,5 km về phía tây nam và trở nên nổi tiếng với những biệt thự La Mã tráng lệ được tìm thấy ở đó trong thời gian gần đây. Những đồ vật đẹp đẽ và những bức bích họa lấy từ những biệt thự này thường được bán và phân phối trong khi nhiều đồ vật có thể được tìm thấy ở Bảo tàng Khảo cổ Quốc gia Naples.","Nói cách khác, stabiae và Pompeii đều tồn tại từ thời cổ đại.",0
6897,Nhà thờ Hồi giáo Al Noor là một nhà thờ Hồi giáo ở Sharjah. Nó nằm trên đầm Khaled ở Buhaira Corniche. Nó được thiết kế theo phong cách Ottoman của Thổ Nhĩ Kỳ và chịu ảnh hưởng của Nhà thờ Hồi giáo Sultan Ahmed ở Thổ Nhĩ Kỳ. Đây là một trong ba nhà thờ Hồi giáo mở cửa cho công chúng ở Sharjah với tổng số hơn 600 nhà thờ.,Nhà thờ Hồi giáo Al Noor chính là nhà thờ Hồi giáo nổi tiếng nhất ở Thổ Nhĩ Kỳ.,1
6898,"Upside Down"" là ca khúc do Jack Johnson đồng sáng tác và thể hiện cho bộ phim ""Curious George"". Đây là ca khúc đầu tiên và đĩa đơn đầu tiên trong album ""Sing-A-Longs and Lullabies for the Film Curious George"" phát hành vào tháng 2 năm 2006.","Nói cách khác, ca khúc đầu tiên trong ""Sing-A-Longs and Lullabies for the Film Curious George"" được viết bởi Jack Johnson.",0
6899,"Scott David Shiflett (sinh ngày 22 tháng 8 năm 1966) là một nhạc sĩ người Mỹ, từng là tay bass trong ban nhạc punk rock Face to Face từ năm 1995. Sinh ra ở Santa Barbara California, anh là anh trai của tay guitar chính Chris Shiflett của Foo Fighters. Scott cũng đã biểu diễn trong ban nhạc Viva Death Me First và Gimme Gimmes Jackson United và 22 Jacks.",Scott Shiflett chính là một nhạc sĩ có thể đã từng tham gia một ban nhạc.,1
6900,Konec Agenta W4C prostřednictvím psa pana Foustky (tiếng Anh: The End of Agent W4C) là một bộ phim Tiệp Khắc năm 1967 nhại lại thể loại điệp viên James Bond. Đạo diễn Václav Vorlíček dựa trên câu chuyện của Oldřich Daněk. Thời gian chạy 87 phút. Bệnh tăng bạch cầu đơn nhân. Do Filmové Studio Barrandov sản xuất và được phân phối bởi Văn phòng Phân phối Phim Trung ương Praha.,Václav Vorlíček từng đạo diễn tất cả các bộ phim của mình ở Tiệp Khắc.,1
6901,"Nhà thờ Hồi giáo lớn ở Makhachkala (""Yusuf Bei Cami"") là nhà thờ Hồi giáo chính của Cộng hòa Dagestan. Người ta cho rằng nó được thiết kế theo khuôn mẫu của Nhà thờ Hồi giáo Sultan Ahmed ở Istanbul. Tòa nhà có thể chứa tới 17.000 tín đồ. Việc xây dựng nó được Thổ Nhĩ Kỳ tài trợ. Nhà thờ Hồi giáo được hoàn thành và thánh hiến vào năm 1998. Đây là tâm điểm của con đường chính Đại lộ Imam Shamil của thành phố.","Nói cách khác, nhà thờ Hồi giáo lớn ở Makhachkala nằm ở New York.",2
6902,"Tình Yêu Xa () còn được dịch là Tình Yêu Xa Xót và Tình Yêu Xa Xót là một bộ phim Trung Quốc năm 1947 của đạo diễn Chen Liting. Được thực hiện trong thời kỳ Cộng hòa, phim do Hãng phim số 2 Trung Quốc thuộc sở hữu nhà nước sản xuất và có sự tham gia của các nam nữ diễn viên nổi tiếng Zhao Dan Qin Yi và Wu Yin. Bộ phim được đón nhận nồng nhiệt và buổi ra mắt tại Thượng Hải được coi là một sự kiện mang tính bước ngoặt của điện ảnh Trung Quốc thời hậu chiến.","Nói cách khác, far Away Love đoạt nhiều giải thưởng tại Trung Quốc.",1
6903,Asko Concerto là bản concerto dành cho dàn nhạc thính phòng của nhà soạn nhạc người Mỹ Elliott Carter. Tác phẩm được ủy quyền bởi nhóm thính phòng Hà Lan Asko Ensemble mà tác phẩm được đặt tên. Nó được sáng tác vào tháng 1 năm 2000 và được trình diễn lần đầu tiên tại Concertgebouw Amsterdam vào ngày 26 tháng 4 năm 2000 bởi dàn nhạc Asko dưới sự chỉ huy của nhạc trưởng Oliver Knussen. Tác phẩm được dành tặng cho Asko/Schönberg. Oliver Knussen nổi tiếng khắp thế giới sau buổi biểu diễn ở Amsterdam vào ngày 26 tháng 4,Năm 2000.,1
6904,"Nhà thờ Hồi giáo lớn ở Makhachkala (""Yusuf Bei Cami"") là nhà thờ Hồi giáo chính của Cộng hòa Dagestan. Người ta cho rằng nó được thiết kế theo khuôn mẫu của Nhà thờ Hồi giáo Sultan Ahmed ở Istanbul. Tòa nhà có thể chứa tới 17.000 tín đồ. Việc xây dựng nó được Thổ Nhĩ Kỳ tài trợ. Nhà thờ Hồi giáo được hoàn thành và thánh hiến vào năm 1998. Đây là tâm điểm của con đường chính Đại lộ Imam Shamil của thành phố.","Nói cách khác, nhà thờ Hồi giáo lớn ở Makhachkala được tài trợ bởi một quốc gia châu Phi.",2
6905,We Have Always Lived in the Castle là một bộ phim kinh dị bí ẩn sắp ra mắt của Mỹ do Stacie Passon đạo diễn và Passon và Mark Kruger viết kịch bản dựa trên cuốn tiểu thuyết cùng tên năm 1962 của Shirley Jackson. Phim có sự tham gia của Taissa Farmiga Alexandra Daddario Crispin Glover và Sebastian Stan. Tiểu thuyết Stacie Passon,có được một bộ phim Mỹ sắp ra mắt We Have Always live in the Castle dựa trên tiểu thuyết của Stacie Passon.,0
6906,"Album Issa là album phòng thu đầu tay của rapper người Mỹ 21 Savage. Album được phát hành vào ngày 7 tháng 7 năm 2017 bởi Slaughter Gang và Epic Records. Nó có sự tham gia sản xuất của cộng tác viên thường xuyên Metro Boomin cùng với Southside Pi'erre Bourne Zaytoven Wheezy DJ Mustard và chính 21 Savage. Nó thành công với EP hợp tác của 21 Savage với Metro Boomin Savage Mode"" (2016).","Nói cách khác, 21 Savage sẽ lại hợp tác với Wheezy vào một ngày nào đó.",1
6907,"Alexander Munro (26 tháng 10 năm 1825 – 1 tháng 1 năm 1871) là một nhà điêu khắc người Anh thuộc phong trào Tiền Raphaelite. Ông tập trung vào vẽ chân dung và tượng nhưng được biết đến nhiều nhất với nhóm nhân vật chịu ảnh hưởng của Rossetti ""Paolo và Francesca"" (1852), nhóm thường được coi là hình ảnh thu nhỏ của tác phẩm điêu khắc Tiền Raphaelite.",Munro từng hoàn thành rất nhiều bức tranh trong những năm đầu của mình nhưng chưa bao giờ được đưa ra ánh sáng.,1
6908,"International Data Group Inc. (IDG) là một tổ chức đầu tư mạo hiểm, dịch vụ tiếp thị và dữ liệu truyền thông có trụ sở tại Mỹ. IDG phát triển từ Tập đoàn Dữ liệu Quốc tế (IDC) được thành lập năm 1964 tại Newtonville Massachusetts bởi Patrick Joseph McGovern. IDC cung cấp dịch vụ tư vấn và nghiên cứu thị trường và hiện là công ty con của IDG.","IDC được thành lập cách đây 55 năm, cung cấp dịch vụ tư vấn và nghiên cứu thị trường và hiện chính là công ty con của IDG.",0
6909,"Upside Down"" là ca khúc do Jack Johnson đồng sáng tác và thể hiện cho bộ phim ""Curious George"". Đây là ca khúc đầu tiên và đĩa đơn đầu tiên trong album ""Sing-A-Longs and Lullabies for the Film Curious George"" phát hành vào tháng 2 năm 2006. Jack Johnson viết lời","Nói cách khác, đồng sản xuất và biểu diễn ca khúc ""Sing-A-Longs and Lullabies for the Film Curious George.",0
6910,"Tình Yêu Xa () còn được dịch là Tình Yêu Xa Xót và Tình Yêu Xa Xót là một bộ phim Trung Quốc năm 1947 của đạo diễn Chen Liting. Được thực hiện trong thời kỳ Cộng hòa, phim do Hãng phim số 2 Trung Quốc thuộc sở hữu nhà nước sản xuất và có sự tham gia của các nam nữ diễn viên nổi tiếng Zhao Dan Qin Yi và Wu Yin. Bộ phim được đón nhận nồng nhiệt và buổi ra mắt tại Thượng Hải được coi là một sự kiện mang tính bước ngoặt của điện ảnh Trung Quốc thời hậu chiến.",Far Away Love không hề phổ biến ở Mỹ.,1
6911,"Stabiae là một thị trấn La Mã cổ đại gần thị trấn hiện đại Castellammare di Stabia và cách Pompeii khoảng 4,5 km về phía tây nam và trở nên nổi tiếng với những biệt thự La Mã tráng lệ được tìm thấy ở đó trong thời gian gần đây. Những đồ vật đẹp đẽ và những bức bích họa lấy từ những biệt thự này thường được bán và phân phối trong khi nhiều đồ vật có thể được tìm thấy ở Bảo tàng Khảo cổ Quốc gia Naples.",Những người phát hiện ra các biệt thự cổ ở Stabiae đôi khi từng bán những phát hiện của họ.,0
6912,"Cao đẳng Concordia là một trường Lutheran độc lập và đồng giáo dục nằm ở Adelaide Nam Úc. Được thành lập vào năm 1890, Concordia phục vụ khoảng 1300 học sinh từ ELC đến Lớp 12. Trường đã trở thành Trường Thế giới Tú tài Quốc tế (IB) kể từ tháng 1 năm 2001 và cung cấp các Chương trình Trung học và Văn bằng IB Tiểu học. “Concordia” là một từ Latin có nghĩa là “hài hòa”.","Nói cách khác, cao đẳng Concordia dành cho mọi lứa tuổi trẻ em.",0
6913,"Upside Down"" là ca khúc do Jack Johnson đồng sáng tác và thể hiện cho bộ phim ""Curious George"". Đây là ca khúc đầu tiên và đĩa đơn đầu tiên trong album ""Sing-A-Longs and Lullabies for the Film Curious George"" phát hành vào tháng 2 năm 2006.","Nói cách khác, đảo ngược được phát hành vào năm 2006.",0
6914,"International Data Group Inc. (IDG) là một tổ chức đầu tư mạo hiểm, dịch vụ tiếp thị và dữ liệu truyền thông có trụ sở tại Mỹ. IDG phát triển từ Tập đoàn Dữ liệu Quốc tế (IDC) được thành lập năm 1964 tại Newtonville Massachusetts bởi Patrick Joseph McGovern. IDC cung cấp dịch vụ tư vấn và nghiên cứu thị trường và hiện là công ty con của IDG.","IDC được thành lập cách đây 5 thập kỷ rưỡi, cung cấp dịch vụ tư vấn và nghiên cứu thị trường và hiện chính là công ty con của IDG.",0
6915,"Alexander Munro (26 tháng 10 năm 1825 – 1 tháng 1 năm 1871) là một nhà điêu khắc người Anh thuộc phong trào Tiền Raphaelite. Ông tập trung vào vẽ chân dung và tượng nhưng được biết đến nhiều nhất với nhóm nhân vật chịu ảnh hưởng của Rossetti ""Paolo và Francesca"" (1852), nhóm thường được coi là hình ảnh thu nhỏ của tác phẩm điêu khắc Tiền Raphaelite.","Nói cách khác, munro được sống sót nhờ hai con trai của mình.",1
6916,Nhà thờ Hồi giáo Al Noor là một nhà thờ Hồi giáo ở Sharjah. Nó nằm trên đầm Khaled ở Buhaira Corniche. Nó được thiết kế theo phong cách Ottoman của Thổ Nhĩ Kỳ và chịu ảnh hưởng của Nhà thờ Hồi giáo Sultan Ahmed ở Thổ Nhĩ Kỳ. Đây là một trong ba nhà thờ Hồi giáo mở cửa cho công chúng ở Sharjah với tổng số hơn 600 nhà thờ.,"Nói cách khác, nhà thờ Hồi giáo Al Noor được thiết kế vào cuối thế kỷ thứ 10.",1
6917,"Album Issa là album phòng thu đầu tay của rapper người Mỹ 21 Savage. Album được phát hành vào ngày 7 tháng 7 năm 2017 bởi Slaughter Gang và Epic Records. Nó có sự tham gia sản xuất của cộng tác viên thường xuyên Metro Boomin cùng với Southside Pi'erre Bourne Zaytoven Wheezy DJ Mustard và chính 21 Savage. Nó thành công với EP hợp tác của 21 Savage với Metro Boomin Savage Mode"" (2016).",Album tiếp theo của 21 Savage sẽ chính là một hit số một.,1
6918,Pablo Aurrecochea (sinh ngày 3 tháng 3 năm 1981 ở Artigas Uruguay) là một cầu thủ bóng đá người Uruguay hiện đang chơi cho CA Atlanta. Anh ta thường được biết đến với việc mặc những bộ đồ được trang trí bằng các nhân vật hoạt hình như Tom và Jerry Krusty the Clown The Incredible Hulk và những người khác.,"Nói cách khác, pablo Aurrecochea hiện đang chơi ở các bang.",0
6919,Đội bóng đá Boise State Broncos năm 1993 đã đại diện cho Đại học Bang Boise trong mùa giải bóng đá I-AA 1993 NCAA Division. Đội Broncos đã thi đấu trong Big Sky Conference và chơi các trận đấu trên sân nhà của họ trong khuôn viên trường Sân vận động Bronco ở Boise Idaho. Được dẫn dắt bởi huấn luyện viên trưởng năm thứ nhất Pokey Allen Boise State đã kết thúc mùa giải với tỷ số chung cuộc là 3–8 và 1–6 trong hội nghị.,"Nói cách khác, huấn luyện viên trưởng của Broncos năm 1993 Pokey Allen được người hâm mộ yêu thích mặc dù kết thúc mùa giải đầu tiên với thành tích toàn thua.",1
